stage,date,distance,origin,destination,type,flat_cobblestone,flat,half,high_mountain,hilly,individual_time_trial,intermediate,medium_mountain,mountain,mountain_time,plain,plain_with_cobble,stage_with_mountain,team_time_trial,transition,winner,winner_country,year,country_code,stage_2
15,7/18/1953,173,Nîmes,Marseille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Maurice Quentin,FRA,1953,11,15
16,7/19/1953,236,Marseille,Monaco,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wim van Est,NED,1953,24,16
17,7/21/1953,261,Monaco,Gap,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wout Wagtmans,NED,1953,24,17
18,7/22/1953,165,Gap,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Louison Bobet,FRA,1953,11,18
19,7/23/1953,227,Briançon,Lyon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Georges Meunier,FRA,1953,11,19
20,7/24/1953,70,Lyon,St. Etienne,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Louison Bobet,FRA,1953,11,20
21,7/25/1953,210,St. Etienne,Montluçon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Wout Wagtmans,NED,1953,24,21
22,7/26/1953,328,Montluçon,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fiorenzo Magni,ITA,1953,18,22
1,7/8/1954,216,Amsterdam,Brasschaat,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Wout Wagtmans,NED,1954,24,1
2,7/9/1954,255,Beveren,Lille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louison Bobet,FRA,1954,11,2
3,7/10/1954,219,Lille,Rouen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marcel Dussault,FRA,1954,11,3
5,7/12/1954,224,Caen,Saint-Brieuc,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ferdinand Kübler,SUI,1954,31,5
6,7/13/1954,179,Saint-Brieuc,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dominique Forlini,FRA,1954,11,6
7,7/14/1954,211,Brest,Vannes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jacques Vivier,FRA,1954,11,7
8,7/15/1954,190,Vannes,Angers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fred De Bruyne,BEL,1954,3,8
9,7/16/1954,343,Angers,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Henk Faanhof,NED,1954,24,9
10,7/18/1954,202,Bordeaux,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gilbert Bauvin,FRA,1954,11,10
11,7/19/1954,241,Bayonne,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Stan Ockers,BEL,1954,3,11
12,7/20/1954,161,Pau,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gilbert Bauvin,FRA,1954,11,12
13,7/21/1954,203,Luchon,Toulouse,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fred De Bruyne,BEL,1954,3,13
14,7/22/1954,225,Toulouse,Millau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ferdinand Kübler,SUI,1954,31,14
15,7/23/1954,197,Millau,Le Puy,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dominique Forlini,FRA,1954,11,15
16,7/24/1954,194,Le Puy,Lyon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Forestier,FRA,1954,11,16
17,7/26/1954,182,Lyon,Grenoble,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucien Lazaridès,FRA,1954,11,17
18,7/27/1954,216,Grenoble,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Louison Bobet,FRA,1954,11,18
19,7/28/1954,221,Briançon,Aix-les-Bains,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Dotto,FRA,1954,11,19
20,7/29/1954,243,Aix les Bains,Besançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucien Teisseire,FRA,1954,11,20
22,7/31/1954,216,Nancy,Troyes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fred De Bruyne,BEL,1954,3,22
23,8/1/1954,180,Troyes,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Robert Varnajo,FRA,1954,11,23
2,7/8/1955,204,Dieppe,Roubaix,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Antonin Rolland,FRA,1955,11,2
3,7/9/1955,210,Roubaix,Namur,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louison Bobet,FRA,1955,11,3
4,7/10/1955,225,Namur,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Willy Kemp,LUX,1955,22,4
5,7/11/1955,229,Metz,Colmar,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Roger Hassenforder,FRA,1955,11,5
6,7/12/1955,195,Colmar,Zürich,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1955,11,6
7,7/13/1955,267,Zürich,Thonon-les-Bains,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jos Hinsen,NED,1955,24,7
8,7/14/1955,253,Thonon-les-Bains,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Charly Gaul,LUX,1955,22,8
9,7/15/1955,275,Briançon,Monaco,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Raphaël Géminiani,FRA,1955,11,9
10,7/16/1955,240,Monaco,Marseille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lucien Lazaridès,FRA,1955,11,10
11,7/18/1955,198,Marseille,Avignon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Louison Bobet,FRA,1955,11,11
12,7/19/1955,240,Avignon,Millau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alessandro Fantini,ITA,1955,18,12
13,7/20/1955,205,Millau,Albi,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Daan de Groot,NED,1955,24,13
14,7/21/1955,156,Albi,Narbonne,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Louis Caput,FRA,1955,11,14
15,7/22/1955,151,Narbonne,Ax-les-Thermes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Luciano Pezzi,ITA,1955,18,15
16,7/24/1955,123,Ax-les-Thermes,Toulouse,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rik Van Steenbergen,BEL,1955,3,16
17,7/25/1955,250,Toulouse,Saint-Gaudens,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Charly Gaul,LUX,1955,22,17
18,7/26/1955,205,Saint-Gaudens,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Brankart,BEL,1955,3,18
19,7/27/1955,195,Pau,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Wout Wagtmans,NED,1955,24,19
20,7/28/1955,243,Bordeaux,Poitiers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean Forestier,FRA,1955,11,20
21,7/29/1955,68.6,Châtellerault,Tours,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jean Brankart,BEL,1955,3,21
22,7/30/1955,229,Tours,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Miguel Poblet,ESP,1955,9,22
1,7/5/1956,223,Reims,Liège,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1956,11,1
2,7/6/1956,217,Liège,Lille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fred De Bruyne,BEL,1956,3,2
3,7/7/1956,225,Lille,Rouen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Arigo Padovan,ITA,1956,18,3
5,7/9/1956,189,Caen,Saint-Malo,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Joseph Morvan,FRA,1956,11,5
6,7/10/1956,192,Saint-Malo,Lorient,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fred De Bruyne,BEL,1956,3,6
7,7/11/1956,244,Lorient,Angers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Alessandro Fantini,ITA,1956,18,7
8,7/12/1956,180,Angers,La Rochelle,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Miguel Poblet,ESP,1956,9,8
9,7/13/1956,219,La Rochelle,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Roger Hassenforder,FRA,1956,11,9
10,7/15/1956,201,Bordeaux,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fred De Bruyne,BEL,1956,3,10
11,7/16/1956,255,Bayonne,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nino Defilippis,ITA,1956,18,11
12,7/17/1956,130,Pau,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean-Pierre Schmitz,LUX,1956,22,12
13,7/18/1956,176,Luchon,Toulouse,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nino Defilippis,ITA,1956,18,13
14,7/19/1956,231,Toulouse,Montpellier,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Roger Hassenforder,FRA,1956,11,14
15,7/20/1956,204,Montpellier,Aix-en-Provence,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Joseph Thomin,FRA,1956,11,15
16,7/22/1956,203,Aix-en-Provence,Gap,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Forestier,FRA,1956,11,16
17,7/23/1956,234,Gap,Turin,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nino Defilippis,ITA,1956,18,17
18,7/24/1956,250,Turin,Grenoble,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Charly Gaul,LUX,1956,22,18
19,7/25/1956,173,Grenoble,Saint-Étienne,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Stan Ockers,BEL,1956,3,19
20,7/26/1956,73,Saint-Étienne,Lyon,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Miguel Bover,ESP,1956,9,20
21,7/27/1956,237,Lyon,Montluçon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Roger Hassenforder,FRA,1956,11,21
22,7/28/1956,331,Montluçon,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gastone Nencini,ITA,1956,18,22
1,6/27/1957,204,Nantes,Granville,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1957,11,1
2,6/28/1957,226,Granville,Caen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,René Privat,FRA,1957,11,2
4,6/30/1957,232,Rouen,Roubaix,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marcel Janssens,BEL,1957,3,4
5,7/1/1957,170,Roubaix,Charleroi,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gilbert Bauvin,FRA,1957,11,5
6,7/2/1957,248,Charleroi,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Trochut,FRA,1957,11,6
7,7/3/1957,223,Metz,Colmar,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Roger Hassenforder,FRA,1957,11,7
8,7/4/1957,192,Colmar,Besançon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pierino Baffi,ITA,1957,18,8
9,7/5/1957,188,Besançon,Thonon-les-Bains,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jacques Anquetil,FRA,1957,11,9
10,7/7/1957,247,Thonon-les-Bains,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gastone Nencini,ITA,1957,18,10
11,7/8/1957,286,Briançon,Cannes,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,René Privat,FRA,1957,11,11
12,7/9/1957,239,Cannes,Marseille,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Stablinski,FRA,1957,11,12
13,7/10/1957,160,Marseille,Alès,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nino Defilippis,ITA,1957,18,13
14,7/11/1957,246,Alès,Perpignan,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Roger Hassenforder,FRA,1957,11,14
16,7/14/1957,220,Barcelona ,Ax-les-Thermes,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Bourlès,FRA,1957,11,16
17,7/15/1957,236,Ax-les-Thermes,Saint-Gaudens,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nino Defilippis,ITA,1957,18,17
18,7/16/1957,207,Saint-Gaudens,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gastone Nencini,ITA,1957,18,18
19,7/17/1957,194,Pau,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pierino Baffi,ITA,1957,18,19
20,7/18/1957,66,Bordeaux,Libourne,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jacques Anquetil,FRA,1957,11,20
21,7/19/1957,317,Libourne,Tours,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1957,11,21
22,7/20/1957,227,Tours,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1957,11,22
1,6/26/1958,184,Brussels,Ghent,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1958,11,1
2,6/27/1958,198,Ghent,Dunkirk,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrit Voorting,NED,1958,24,2
3,6/28/1958,177,Dunkirk,Mers-les-Bains,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gilbert Bauvin,FRA,1958,11,3
4,6/29/1958,205,Le Tréport,Versailles,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean Gainche,FRA,1958,11,4
5,6/30/1958,232,Versailles,Caen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tino Sabbadini,FRA,1958,11,5
6,7/1/1958,223,Caen,Saint-Brieuc,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Martin van Geneugden,BEL,1958,3,6
7,7/2/1958,170,Saint-Brieuc,Brest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Brian Robinson,GBR,1958,13,7
8,7/3/1958,46,Châteaulin,Châteaulin,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Charly Gaul,LUX,1958,22,8
9,7/4/1958,206,Quimper,Saint-Nazaire,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1958,11,9
10,7/5/1958,255,Saint-Nazaire,Royan,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pierino Baffi,ITA,1958,18,10
11,7/6/1958,137,Royan,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Arrigo Padovan,ITA,1958,18,11
12,7/7/1958,161,Bordeaux,Dax,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Martin van Geneugden,BEL,1958,3,12
13,7/8/1958,230,Dax,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Louis Bergaud,FRA,1958,11,13
14,7/9/1958,129,Pau,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Federico Bahamontes,ESP,1958,9,14
15,7/10/1958,176,Luchon,Toulouse,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,André Darrigade,FRA,1958,11,15
16,7/11/1958,187,Toulouse,Béziers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pierino Baffi,ITA,1958,18,16
17,7/12/1958,189,Béziers,Nîmes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1958,11,17
18,7/13/1958,21,Bédoin,Mont-Ventoux,Mountain time trial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Charly Gaul,LUX,1958,22,18
19,7/14/1958,178,Carpentras,Gap,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gastone Nencini,ITA,1958,18,19
20,7/15/1958,165,Gap,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Federico Bahamontes,ESP,1958,9,20
21,7/16/1958,219,Briançon,Aix-les-Bains,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Charly Gaul,LUX,1958,22,21
22,7/17/1958,237,Aix-les-Bains,Besançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,André Darrigade,FRA,1958,11,22
23,7/18/1958,74,Besançon,Dijon,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Charly Gaul,LUX,1958,22,23
24,7/19/1958,320,Dijon,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pierino Baffi,ITA,1958,18,24
1,6/25/1959,238,Mulhouse,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1959,11,1
2,6/26/1959,234,Metz,Namur,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Vito Favero,ITA,1959,18,2
3,6/27/1959,217,Namur,Roubaix,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Robert Cazala,FRA,1959,11,3
4,6/28/1959,230,Roubaix,Rouen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dino Bruni,ITA,1959,18,4
5,6/29/1959,286,Rouen,Rennes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean Graczyk,FRA,1959,11,5
6,6/30/1959,45,Blain,Nantes,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Roger Rivière,FRA,1959,11,6
7,7/1/1959,190,Nantes,La Rochelle,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Roger Hassenforder,FRA,1959,11,7
8,7/2/1959,201,La Rochelle,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Michel Dejouhannet,FRA,1959,11,8
9,7/3/1959,207,Bordeaux,Bayonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marcel Queheille,FRA,1959,11,9
10,7/5/1959,235,Bayonne,Bagnères-de-Bigorre,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marcel Janssens,BEL,1959,3,10
11,7/6/1959,119,Bagnères-de-Bigorre,Saint-Gaudens,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,André Darrigade,FRA,1959,11,11
12,7/7/1959,184,Saint-Gaudens,Albi,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rolf Graf,SUI,1959,31,12
13,7/8/1959,219,Albi,Aurillac,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Henry Anglade,FRA,1959,11,13
14,7/9/1959,231,Aurillac,Clermont-Ferrand,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,André Le Dissez,FRA,1959,11,14
15,7/10/1959,12,Puy de Dôme,Puy de Dôme,Mountain time trial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Federico Bahamontes,ESP,1959,9,15
16,7/11/1959,210,Clermont-Ferrand,Saint-Étienne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dino Bruni,ITA,1959,18,16
17,7/13/1959,197,Saint-Étienne,Grenoble,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Charly Gaul,LUX,1959,22,17
18,7/14/1959,243,Grenoble,Saint-Vincent,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ercole Baldini,ITA,1959,18,18
19,7/15/1959,251,Saint-Vincent,Annecy,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rolf Graf,SUI,1959,31,19
20,7/16/1959,202,Annecy,Chalon-sur-Saône,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Brian Robinson,GBR,1959,13,20
21,7/17/1959,69,Seurre,Dijon,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Roger Rivière,FRA,1959,11,21
22,7/18/1959,331,Dijon,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Joseph Groussard,FRA,1959,11,22
2,6/27/1960,206,Brussels,Dunkirk,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,René Privat,FRA,1960,11,2
3,6/28/1960,209,Dunkirk,Dieppe,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nino Defilippis,ITA,1960,18,3
4,6/29/1960,211,Dieppe,Caen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean Graczyk,FRA,1960,11,4
5,6/30/1960,189,Caen,Saint-Malo,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1960,11,5
6,7/1/1960,191,Saint-Malo,Lorient,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Roger Rivière,FRA,1960,11,6
7,7/2/1960,244,Lorient,Angers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Graziano Battistini,ITA,1960,18,7
8,7/3/1960,240,Angers,Limoges,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nino Defilippis,ITA,1960,18,8
9,7/4/1960,225,Limoges,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Martin van Geneugden,BEL,1960,3,9
10,7/5/1960,228,Mont-de-Marsan,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Roger Rivière,FRA,1960,11,10
11,7/6/1960,161,Pau,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Kurt Gimmi,SUI,1960,31,11
12,7/7/1960,176,Luchon,Toulouse,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Graczyk,FRA,1960,11,12
13,7/8/1960,224,Toulouse,Millau,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Louis Proost,FRA,1960,11,13
14,7/10/1960,217,Millau,Avignon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Martin van Geneugden,BEL,1960,3,14
15,7/11/1960,187,Avignon,Gap,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Michel Van Aerde,BEL,1960,3,15
16,7/12/1960,172,Gap,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Graziano Battistini,ITA,1960,18,16
17,7/13/1960,229,Briançon,Aix-les-Bains,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Graczyk,FRA,1960,11,17
18,7/14/1960,215,Aix-les-Bains,Thonon-les-Bains,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fernando Manzaneque,ESP,1960,9,18
19,7/15/1960,83,Pontarlier,Besançon,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rolf Graf,SUI,1960,31,19
20,7/16/1960,229,Besançon,Troyes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pierre Beuffeuil,FRA,1960,11,20
21,7/17/1960,200,Troyes,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean Graczyk,FRA,1960,11,21
2,6/26/1961,230.5,Pontoise,Roubaix,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1961,11,2
3,6/27/1961,197.5,Roubaix,Charleroi,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Emile Daems,BEL,1961,3,3
4,6/28/1961,237.5,Charleroi,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Anatole Novak,FRA,1961,11,4
5,6/29/1961,221,Metz,Strasbourg,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Louis Bergaud,FRA,1961,11,5
6,6/30/1961,180.5,Strasbourg,Belfort,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jozef Planckaert,BEL,1961,3,6
7,7/1/1961,214.5,Belfort,Chalon-sur-Saône,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean Stablinski,FRA,1961,11,7
8,7/2/1961,240.5,Chalon-sur-Saône,Saint-Étienne,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean Forestier,FRA,1961,11,8
9,7/3/1961,230,Saint-Étienne,Grenoble,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Charly Gaul,LUX,1961,22,9
10,7/4/1961,250.5,Grenoble,Turin,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Guy Ignolin,FRA,1961,11,10
11,7/5/1961,225,Turin,Antibes,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Guido Carlesi,ITA,1961,18,11
12,7/6/1961,199,Antibes,Aix-en-Provence,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Michel Van Aerde,BEL,1961,3,12
13,7/7/1961,177.5,Aix-en-Provence,Montpellier,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,André Darrigade,FRA,1961,11,13
14,7/9/1961,174,Montpellier,Perpignan,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eddy Pauwels,BEL,1961,3,14
15,7/10/1961,206,Perpignan,Toulouse,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Guido Carlesi,ITA,1961,18,15
16,7/11/1961,208,Toulouse,Superbagnères,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Imerio Massignan,ITA,1961,18,16
17,7/12/1961,197,Luchon,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eddy Pauwels,BEL,1961,3,17
18,7/13/1961,207,Pau,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Martin Van Geneugden,BEL,1961,3,18
