stage,date,distance,origin,destination,type,flat_cobblestone,flat,half,high_mountain,hilly,individual_time_trial,intermediate,medium_mountain,mountain,mountain_time,plain,plain_with_cobble,stage_with_mountain,team_time_trial,transition,winner,winner_country,year,country_code,stage_2
14,7/17/1994,202,Castres,Montpellier,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rolf Sørensen,DEN,1994,8,14
15,7/18/1994,231,Montpellier,Carpentras,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eros Poli,ITA,1994,18,15
16,7/19/1994,224.5,Valréas,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Roberto Conti,ITA,1994,18,16
17,7/20/1994,149,Le Bourg-d'Oisans,Val Thorens,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nelson Rodriguez,COL,1994,6,17
18,7/21/1994,174.5,Moutiers,Cluses,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Piotr Ugrumov,LAT,1994,20,18
19,7/22/1994,47.5,Cluses,Avoriaz,Mountain time trial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Piotr Ugrumov,LAT,1994,20,19
20,7/23/1994,208.5,Morzine,Lac Saint-Point,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Djamolidine Abdoujaparov,UZB,1994,37,20
21,7/24/1994,175,Disneyland Paris,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eddy Seigneur,FRA,1994,11,21
1,7/2/1995,233.5,Dinan,Lannion,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fabio Baldato,ITA,1995,18,1
2,7/3/1995,235.5,Perros-Guirec,Vitre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mario Cipollini,ITA,1995,18,2
3,7/4/1995,67,Mayenne,Alençon,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Gewiss–Ballan,,1995,,3
4,7/5/1995,162,Alençon,Le Havre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mario Cipollini,ITA,1995,18,4
5,7/6/1995,261,Fécamp,Dunkirk,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jeroen Blijlevens,NED,1995,24,5
6,7/7/1995,202,Dunkirk,Charleroi,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Zabel,GER,1995,15,6
7,7/8/1995,203,Charleroi,Liège,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johan Bruyneel,BEL,1995,3,7
8,7/9/1995,54,Huy,Seraing,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Miguel Indurain,ESP,1995,9,8
9,7/11/1995,160,Le Grand-Bornand,La Plagne,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alex Zülle,SUI,1995,31,9
10,7/12/1995,162.5,La Plagne,L'Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marco Pantani,ITA,1995,18,10
11,7/13/1995,199,Le Bourg-d'Oisans,Saint-Étienne,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Maximilian Sciandri,GBR,1995,13,11
12,7/14/1995,222.5,Saint-Étienne,Mende,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Laurent Jalabert,FRA,1995,11,12
13,7/15/1995,245,Mende,Revel,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Serhiy Utchakov,UKR,1995,34,13
14,7/16/1995,164,Saint-Orens-de-Gameville,Guzet-Neige,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marco Pantani,ITA,1995,18,14
15,7/18/1995,206,Saint-Girons,Cauterets,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Richard Virenque,FRA,1995,11,15
16,7/19/1995,149,Tarbes,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cancelled,,1995,,16
17,7/20/1995,246,Pau,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Zabel,GER,1995,15,17
18,7/21/1995,166.5,Montpon-Ménestérol,Limoges,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lance Armstrong,USA,1995,36,18
19,7/22/1995,46.5,Lac de Vassivière,Lac de Vassivière,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Miguel Indurain,ESP,1995,9,19
20,7/23/1995,155,Sainte-Geneviève-des-Bois,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Djamolidine Abdoujaparov,UZB,1995,37,20
1,6/30/1996,209,'s-Hertogenbosch,'s-Hertogenbosch,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Frédéric Moncassin,FRA,1996,11,1
2,7/1/1996,247.5,'s-Hertogenbosch,Wasquehal,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mario Cipollini,ITA,1996,18,2
3,7/2/1996,195,Wasquehal,Nogent-sur-Oise,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Zabel,GER,1996,15,3
4,7/3/1996,232,Soissons,Lac de Madine,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyril Saugrain,FRA,1996,11,4
5,7/4/1996,242,Lac de Madine,Besançon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jeroen Blijlevens,NED,1996,24,5
6,7/5/1996,207,Arc-et-Senans,Aix-les-Bains,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Michael Boogerd,NED,1996,24,6
7,7/6/1996,200,Chambéry,Les Arcs,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Luc Leblanc,FRA,1996,11,7
8,7/7/1996,30.5,Bourg-Saint-Maurice,Val d'Isère,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Evgueni Berzin,RUS,1996,29,8
9,7/8/1996,46,Le Monêtier-les-Bains,Sestriere,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bjarne Riis,DEN,1996,8,9
10,7/9/1996,208.5,Turin,Gap,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Erik Zabel,GER,1996,15,10
11,7/11/1996,202,Gap,Valence,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,José Jaime Gonzalez,COL,1996,6,11
12,7/12/1996,143.5,Valence,Le Puy-en-Velay,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pascal Richard,SUI,1996,31,12
13,7/13/1996,177,Le Puy-en-Velay,Super Besse,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rolf Sørensen,DEN,1996,8,13
14,7/14/1996,186.5,Besse,Tulle,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Djamolidine Abduzhaparov,UZB,1996,37,14
15,7/15/1996,176,Brive-la-Gaillarde,Villeneuve-sur-Lot,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Massimo Podenzana,ITA,1996,18,15
16,7/16/1996,199,Agen,Hautacam,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bjarne Riis,DEN,1996,8,16
17,7/17/1996,262,Argelès-Gazost,Pamplona,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Laurent Dufaux,SUI,1996,31,17
18,7/18/1996,154.5,Pamplona,Hendaye,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bart Voskamp,NED,1996,24,18
19,7/19/1996,226.5,Hendaye,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Frédéric Moncassin,FRA,1996,11,19
20,7/20/1996,63.5,Bordeaux,Saint-Émilion,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jan Ullrich,GER,1996,15,20
21,7/21/1996,147.5,Palaiseau,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fabio Baldato,ITA,1996,18,21
1,7/6/1997,192,Rouen,Forges-les-Eaux,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mario Cipollini,ITA,1997,18,1
2,7/7/1997,262,Saint-Valery-en-Caux,Vire,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mario Cipollini,ITA,1997,18,2
3,7/8/1997,224,Vire,Plumelec,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Erik Zabel,GER,1997,15,3
4,7/9/1997,223,Plumelec,Le Puy du Fou,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicola Minali,ITA,1997,18,4
5,7/10/1997,261.5,Chantonnay,La Châtre,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cédric Vasseur,FRA,1997,11,5
6,7/11/1997,217.5,Le Blanc,Marennes,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeroen Blijlevens,NED,1997,24,6
7,7/12/1997,194,Marennes,Bordeaux,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Erik Zabel,GER,1997,15,7
8,7/13/1997,161.5,Sauternes,Pau,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Erik Zabel,GER,1997,15,8
9,7/14/1997,182,Pau,Loudenvielle,Mountain stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Laurent Brochard,FRA,1997,11,9
10,7/15/1997,252.5,Luchon,Andorra Arcalis,Mountain stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jan Ullrich,GER,1997,15,10
11,7/16/1997,192,Andorra Arcalis,Perpignan,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Laurent Desbiens,FRA,1997,11,11
12,7/18/1997,55,Saint-Étienne,Saint-Étienne,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jan Ullrich,GER,1997,15,12
13,7/19/1997,203.5,Saint-Étienne,Alpe d'Huez,Mountain stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Marco Pantani,ITA,1997,18,13
14,7/20/1997,148,Le Bourg-d'Oisans,Courchevel,Mountain stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Richard Virenque,FRA,1997,11,14
15,7/21/1997,208.5,Courchevel,Morzine,Mountain stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Marco Pantani,ITA,1997,18,15
16,7/22/1997,181,Morzine,Fribourg,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Christophe Mengin,FRA,1997,11,16
17,7/23/1997,218.5,Fribourg,Colmar,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Neil Stephens,AUS,1997,1,17
18,7/24/1997,175.5,Colmar,Montbéliard,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Didier Rous,FRA,1997,11,18
19,7/25/1997,172,Montbéliard,Dijon,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mario Traversoni,ITA,1997,18,19
20,7/26/1997,63,Disneyland Paris,Disneyland Paris,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Abraham Olano,ESP,1997,9,20
21,7/27/1997,149.5,Disneyland Paris,Paris,Flat stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicola Minali,ITA,1997,18,21
1,7/12/1998,180.5,Dublin,Dublin,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom Steels,BEL,1998,3,1
2,7/13/1998,205.5,Enniscorthy,Cork,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ján Svorada,CZE,1998,7,2
3,7/14/1998,169,Roscoff,Lorient,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jens Heppner,GER,1998,15,3
4,7/15/1998,252,Plouay,Cholet,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jeroen Blijlevens,NED,1998,24,4
5,7/16/1998,228.5,Cholet,Châteauroux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mario Cipollini,ITA,1998,18,5
6,7/17/1998,204.5,La Châtre,Brive-la-Gaillarde,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mario Cipollini,ITA,1998,18,6
7,7/18/1998,58,Meyrignac-l'Église,Corrèze,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jan Ullrich,GER,1998,15,7
8,7/19/1998,190.5,Brive-la-Gaillarde,Montauban,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jacky Durand,FRA,1998,11,8
9,7/20/1998,210,Montauban,Pau,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Leon van Bon,NED,1998,24,9
10,7/21/1998,196.5,Pau,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rodolfo Massi,ITA,1998,18,10
11,7/22/1998,170,Luchon,Plateau de Beille,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marco Pantani,ITA,1998,18,11
12,7/24/1998,222,Tarascon-sur-Ariège,Le Cap d'Agde,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom Steels,BEL,1998,3,12
13,7/25/1998,196,Frontignan la Peyrade,Carpentras,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Daniele Nardello,ITA,1998,18,13
14,7/26/1998,186.5,Valréas,Grenoble,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stuart O'Grady,AUS,1998,1,14
15,7/27/1998,189,Grenoble,Les Deux Alpes,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marco Pantani,ITA,1998,18,15
16,7/28/1998,204,Vizille,Albertville,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jan Ullrich,GER,1998,15,16
17,7/29/1998,149,Albertville,Aix-les-Bains,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,—,,1998,,17
18,7/30/1998,218.5,Aix-les-Bains,Neuchâtel,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tom Steels,BEL,1998,3,18
19,7/31/1998,242,La Chaux-de-Fonds,Autun,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Magnus Bäckstedt,SWE,1998,33,19
20,8/1/1998,52,Montceau-les-Mines,Le Creusot,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jan Ullrich,GER,1998,15,20
21,8/2/1998,147.5,Melun,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom Steels,BEL,1998,3,21
1,7/4/1999,208,Montaigu,Challans,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jaan Kirsipuu,EST,1999,10,1
2,7/5/1999,176,Challans,Saint-Nazaire,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom Steels,BEL,1999,3,2
3,7/6/1999,194.5,Nantes,Laval,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom Steels,BEL,1999,3,3
4,7/7/1999,194.5,Laval,Blois,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mario Cipollini,ITA,1999,18,4
5,7/8/1999,233.5,Bonneval,Amiens,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mario Cipollini,ITA,1999,18,5
6,7/9/1999,171.5,Amiens,Maubeuge,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mario Cipollini,ITA,1999,18,6
7,7/10/1999,227,Avesnes-sur-Helpe,Thionville,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mario Cipollini,ITA,1999,18,7
8,7/11/1999,56.5,Metz,Metz,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lance Armstrong[n 1],USA,1999,36,8
9,7/13/1999,213.5,Le Grand-Bornand,Sestrières,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lance Armstrong[n 1],USA,1999,36,9
10,7/14/1999,220.5,Sestrières,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Giuseppe Guerini,ITA,1999,18,10
11,7/15/1999,198.5,Le Bourg-d'Oisans,Saint-Étienne,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ludo Dierckxsens,BEL,1999,3,11
12,7/16/1999,201.5,Saint-Galmier,Saint-Flour,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,David Etxebarria,ESP,1999,9,12
13,7/17/1999,236.5,Saint-Flour,Albi,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Salvatore Commesso,ITA,1999,18,13
14,7/18/1999,199,Castres,Saint-Gaudens,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dmitri Konychev,RUS,1999,29,14
15,7/20/1999,173,Saint-Gaudens,Piau-Engaly,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fernando Escartín,ESP,1999,9,15
16,7/21/1999,192,Lannemezan,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,David Etxebarria,ESP,1999,9,16
17,7/22/1999,200,Mourenx,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom Steels,BEL,1999,3,17
18,7/23/1999,187.5,Jonzac,Futuroscope,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Giampaolo Mondini,ITA,1999,18,18
19,7/24/1999,57,Futuroscope,Futuroscope,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lance Armstrong[n 1],USA,1999,36,19
20,7/25/1999,143.5,Arpajon,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Robbie McEwen,AUS,1999,1,20
1,7/1/2000,16.5,Futuroscope,Futuroscope,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,David Millar,GBR,2000,13,1
2,7/2/2000,194,Futuroscope,Loudun,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom Steels,BEL,2000,3,2
3,7/3/2000,161.5,Loudun,Nantes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom Steels,BEL,2000,3,3
4,7/4/2000,70,Nantes,Saint-Nazaire,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ONCE–Deutsche Bank,,2000,,4
5,7/5/2000,202,Vannes,Vitré,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marcel Wüst,GER,2000,15,5
6,7/6/2000,198.5,Vitré,Tours,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Leon van Bon,NED,2000,24,6
7,7/7/2000,205.5,Tours,Limoges,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Christophe Agnolutto,FRA,2000,11,7
8,7/8/2000,203.5,Limoges,Villeneuve-sur-Lot,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Dekker,NED,2000,24,8
9,7/9/2000,181,Agen,Dax,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Paolo Bettini,ITA,2000,18,9
10,7/10/2000,205,Dax,Hautacam,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Javier Otxoa,ESP,2000,9,10
11,7/11/2000,218.5,Bagnères-de-Bigorre,Revel,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Erik Dekker,NED,2000,24,11
12,7/13/2000,149,Carpentras,Mont Ventoux,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marco Pantani,ITA,2000,18,12
13,7/14/2000,185.5,Avignon,Draguignan,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,José Vicente Garcia,ESP,2000,9,13
14,7/15/2000,249.5,Draguignan,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Santiago Botero,COL,2000,6,14
15,7/16/2000,173.5,Briançon,Courchevel,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marco Pantani,ITA,2000,18,15
16,7/18/2000,196.5,Courchevel,Morzine,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Richard Virenque,FRA,2000,11,16
17,7/19/2000,155,Évian-les-Bains,Lausanne,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Erik Dekker,NED,2000,24,17
18,7/20/2000,246.5,Lausanne,Freiburg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salvatore Commesso,ITA,2000,18,18
19,7/21/2000,58.5,Freiburg,Mulhouse,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lance Armstrong[n 1],USA,2000,36,19
20,7/22/2000,254.5,Belfort,Troyes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Zabel,GER,2000,15,20
21,7/23/2000,138,Paris,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stefano Zanini,ITA,2000,18,21
1,7/8/2001,194.5,Saint-Omer,Boulogne-sur-Mer,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Zabel,GER,2001,15,1
2,7/9/2001,220.5,Calais,Antwerp,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marc Wauters,BEL,2001,3,2
3,7/10/2001,198.5,Antwerp,Seraing,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Zabel,GER,2001,15,3
4,7/11/2001,215,Huy,Verdun,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laurent Jalabert,FRA,2001,11,4
5,7/12/2001,67,Verdun,Bar-le-Duc,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Crédit Agricole,,2001,,5
6,7/13/2001,211.5,Commercy,Strasbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jaan Kirsipuu,EST,2001,10,6
7,7/14/2001,162.5,Strasbourg,Colmar,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Laurent Jalabert,FRA,2001,11,7
8,7/15/2001,222.5,Colmar,Pontarlier,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Dekker,NED,2001,24,8
9,7/16/2001,185,Pontarlier,Aix-les-Bains,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Serguei Ivanov,RUS,2001,29,9
10,7/17/2001,209,Aix-les-Bains,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lance Armstrong[n 1],USA,2001,36,10
11,7/18/2001,32,Grenoble,Chamrousse,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lance Armstrong[n 1],USA,2001,36,11
12,7/20/2001,166.5,Perpignan,Plateau de Bonascre,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Félix Cárdenas,COL,2001,6,12
13,7/21/2001,194,Foix,Saint-Lary-Soulan Pla d'Adet,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lance Armstrong[n 1],USA,2001,36,13
14,7/22/2001,141.5,Tarbes,Luz Ardiden,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Roberto Laiseka,ESP,2001,9,14
15,7/24/2001,232.5,Pau,Lavaur,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rik Verbrugghe,BEL,2001,3,15
16,7/25/2001,229.5,Castelsarrasin,Sarran,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jens Voigt,GER,2001,15,16
17,7/26/2001,194,Brive-la-Gaillarde,Montluçon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Serge Baguet,BEL,2001,3,17
18,7/27/2001,61,Montluçon,Saint-Amand-Montrond,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lance Armstrong[n 1],USA,2001,36,18
19,7/28/2001,149.5,Orléans,Évry,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Zabel,GER,2001,15,19
20,7/29/2001,160.5,Corbeil-Essonnes,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ján Svorada,CZE,2001,7,20
1,7/7/2002,192.5,Luxembourg City,Luxembourg City,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rubens Bertogliati,SUI,2002,31,1
2,7/8/2002,181,Luxembourg City,Saarbrücken,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Óscar Freire,ESP,2002,9,2
3,7/9/2002,174.5,Metz,Reims,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Robbie McEwen,AUS,2002,1,3
4,7/10/2002,67.5,Épernay,Château-Thierry,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ONCE–Eroski,,2002,,4
5,7/11/2002,195,Soissons,Rouen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jaan Kirsipuu,EST,2002,10,5
6,7/12/2002,199.5,Forges-les-Eaux,Alençon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erik Zabel,GER,2002,15,6
7,7/13/2002,176,Bagnoles-de-l'Orne,Avranches,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bradley McGee,AUS,2002,1,7
8,7/14/2002,217.5,Saint-Martin-de-Landelles,Plouay,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Karsten Kroon,NED,2002,24,8
9,7/15/2002,52,Lanester,Lorient,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Santiago Botero,COL,2002,6,9
10,7/17/2002,147,Bazas,Pau,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Patrice Halgand,FRA,2002,11,10
11,7/18/2002,158,Pau,La Mongie,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lance Armstrong[n 1],USA,2002,36,11
12,7/19/2002,199.5,Lannemezan,Plateau de Beille,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lance Armstrong[n 1],USA,2002,36,12
13,7/20/2002,171,Lavelanet,Béziers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,David Millar,GBR,2002,13,13
14,7/21/2002,221,Lodève,Mont Ventoux,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Richard Virenque,FRA,2002,11,14
15,7/23/2002,226.5,Vaison-la-Romaine,Les Deux Alpes,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Santiago Botero,COL,2002,6,15
16,7/24/2002,179.5,Les Deux Alpes,La Plagne,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Michael Boogerd,NED,2002,24,16
